movieId,id,title,vote_average,vote_count,runtime,original_language,overview,popularity,genres,runtime_buckets,popularity_norm,vote_average_norm,vote_count_norm,overview_length
5479,8665,K-19: The Widowmaker,6.478,898,138,en,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",14.457,"Drama, History, War, Thriller, Mystery",long,0.046168762369310126,0.7264775148592576,0.026032758370778373,23
5480,10996,Stuart Little 2,5.748,2226,78,en,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",21.927,"Family, Adventure, Animation, Comedy",medium,0.07105731363572756,0.6446114163956488,0.0645310914625308,46
5481,818,Austin Powers in Goldmember,5.998,2857,93,en,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",30.917,"Comedy, Crime, Science Fiction",medium,0.10101020197375875,0.6726477514859258,0.08282359762284389,50
5483,29047,The Kid Stays in the Picture,6.636,81,93,en,"Documentary about legendary Paramount producer Robert Evans, based on his famous 1994 autobiography.",7.948,Documentary,medium,0.024482071580406353,0.7441964786363127,0.002348166400927671,13
5485,39141,Tadpole,5.7,82,79,en,"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve.",8.688,"Drama, Comedy, Romance",medium,0.026947604102113033,0.6392284400583156,0.0023771561095810986,78
5486,33152,Who Is Cletis Tout?,5.652,46,92,en,A comedy about a hitman who sees everything in terms of the movies and how mistaken identity is getting in the way of recovering a stash of diamonds that was stolen and subsequently hidden more than 20 years earlier.,4.358,"Action, Comedy, Crime",medium,0.012520907049423931,0.6338454637209824,0.0013335265980576896,39
5489,6404,Nosferatu the Vampyre,7.318,721,107,de,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",10.994,"Drama, Horror",medium,0.03463073652786385,0.8206796007625883,0.02090157993912161,55
5490,19133,The Big Bus,5.099,91,88,en,"The ultimate disaster film parody. A nuclear-powered bus is making its maiden non-stop trip from New York to Denver. The journey is plagued by disasters due to the machinations of a mysterious group allied with the oil lobby. Will the down-on-his-luck driver, with a reputation for eating his passengers, be able to complete the journey?",12.077,"Action, Comedy",medium,0.03823907669138863,0.5718290905012897,0.002638063487461951,55
5493,24130,In Like Flint,6.1,70,114,en,"Flint is again called out of retirement when his old boss finds that he seems to have missed 3 Minutes while golfing with the President. Flint finds that the President has been replaced by an actor (Flint's line [with a wistful look] is ""An Actor as President?"") Flint finds that a group of women have banded together to take over the world through subliminal brainwashing in beauty salons they own.",7.93,"Action, Adventure, Comedy",medium,0.024422099167716187,0.6840865762027587,0.0020292796057399622,70
5497,23728,Our Man Flint,6.553,94,108,en,"When scientists use eco-terrorism to impose their will on the world by affecting extremes in the weather, Intelligence Chief Cramden calls in top agent Derek Flint.",12.874,"Adventure, Comedy, Science Fiction, Action",medium,0.04089452185328083,0.7348884153863408,0.002725032613422235,26
5498,3780,Red Beard,8.07,306,185,ja,"Aspiring to an easy job as personal physician to a wealthy family, Noboru Yasumoto is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor Red Beard. Yasumoto rebels in numerous ways, but Red Beard proves a wise and patient teacher. He gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute rescued from a local brothel.",14.262,Drama,long,0.045519061231833365,0.9050128967141415,0.008870850847948978,75
5499,10786,Robin and Marian,6.322,205,106,en,"Robin Hood, aging none too gracefully, returns exhausted from the Crusades to woo and win Maid Marian one last time.",11.187,"Adventure, Romance",medium,0.03527377406393059,0.7089828417629248,0.005942890273952747,20
5500,8764,Top Secret!,7.071,1029,90,en,"Popular and dashing American singer Nick Rivers travels to East Germany to perform in a music festival. When he loses his heart to the gorgeous Hillary Flammond, he finds himself caught up in an underground resistance movement. Rivers joins forces with Agent Cedric and Flammond to attempt the rescue of her father, Dr. Paul, from the Germans, who have captured the scientist in hopes of coercing him into building a new naval mine.",14.305,Comedy,medium,0.04566232866214875,0.7929797016933946,0.029830410204377447,73
5501,13908,The Master of Disguise,4.002,261,80,en,"After the patriarch of the Disguisey family is kidnapped by Devlin Bowman in an attempt to steal the most precious treasures from around the world, Italian waiter Pistachio Disguisey utilizes his supernatural ability to disguise himself in an attempt to stop him.",14.165,"Comedy, Family",medium,0.045195876563447486,0.44880565212515416,0.0075663139585447165,42
5502,2675,Signs,6.681,5144,106,en,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,21.106,"Drama, Thriller, Science Fiction, Mystery",medium,0.06832190525691516,0.7492430189525625,0.1491230613132338,20
5503,12308,The Last Kiss,6.411,480,115,it,"Giulia and Carlo have been happy together for three years, but Giulia's announcement that she is pregnant sends him into a secret panic. Terrified at his imminent entry into the adult world of irreversible responsibilities, Carlo finds himself tempted by a bewitching 18-year-old girl, Francesca, whom he meets by chance at a wedding. The possibility of one last youthful crazy fling before the impending prison of parenthood proves to be too attractive to resist.",15.97,"Comedy, Drama, Romance",medium,0.051209776835988784,0.7189637770550633,0.013915060153645456,74
5504,9488,Spy Kids 2: The Island of Lost Dreams,5.59,2005,100,en,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",39.196,"Action, Adventure, Family, Comedy, Science Fiction",medium,0.1285941800105285,0.6268924526185937,0.058124365850123205,70
5505,9962,The Good Girl,6.228,576,93,en,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,10.799,"Drama, Comedy, Romance",medium,0.03398103539038709,0.6984411797689806,0.016698072184374548,20
5506,9573,Blood Work,6.156,712,110,en,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",14.042,"Thriller, Crime",medium,0.04478606507673137,0.6903667152629808,0.02064067256124076,27
5507,7451,xXx,5.917,3868,124,en,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",32.692,"Action, Adventure, Thriller",long,0.10692414822514977,0.663563978916676,0.11213219307145963,52
5508,2750,24 Hour Party People,6.905,385,117,en,"Manchester, 1976. Tony Wilson is an ambitious but frustrated local TV news reporter looking for a way to make his mark. After witnessing a life-changing concert by a band known as the Sex Pistols, he persuades his station to televise one of their performances, and soon Manchester's punk groups are clamoring for him to manage them. Riding the wave of a musical revolution, Wilson and his friends create the legendary Factory Records label and The Hacienda club.",12.557,"Comedy, Drama, Music",medium,0.039838341029792966,0.7743635751934508,0.011161037831569793,77
5512,43772,Secret Ballot,6.182,11,105,fa,A female election agent and a gun-toting soldier try to collect votes among the local islanders with mixed success.,1.033,Comedy,medium,0.0014426697052689096,0.6932824941123696,0.0003188867951877084,19
5513,20337,Martin Lawrence Live: Runteldat,5.1,17,113,en,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",3.169,Comedy,medium,0.008559396011168197,0.5719412358416508,0.0004928250471082766,54
5515,34070,Songs from the Second Floor,7.161,246,99,sv,A monumental traffic jam serves as the backdrop for the lives of the inhabitants of a Swedish city.,7.753,"Drama, Comedy",medium,0.023832370442929587,0.8030727823258943,0.007131468328743296,18
5521,10081,The Principal,6.476,252,109,en,"Burglary. Drugs. Assault. Rape. The students at Brandel High are more than new Principal Rick Latimer bargained for. Gangs fight to control the school using knives - even guns - when they have to. When Latimer and the head of security try to clean up the school and stop the narcotics trade, they run up against a teenage mafia. A violent confrontation on the campus leads to a deadly showdown with the drug dealer's gang, and one last chance for Latimer to save his career... and his life.",12.448,"Action, Adventure, Crime, Drama",medium,0.039475174752946984,0.7262532241785354,0.007305406580663865,88
5522,11484,Rollerball,6.217,459,125,en,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",12.943,"Action, Science Fiction",long,0.04112441610192645,0.6972075810250083,0.013306276271923467,31
5523,11692,The Adventures of Pluto Nash,4.34,438,95,en,"The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.",11.232,"Action, Comedy, Science Fiction",medium,0.035423705095656,0.4867107771672087,0.012697492390201478,56
5524,9266,Blue Crush,5.968,490,104,en,"Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback Matt Tollman comes along...",12.506,"Adventure, Romance, Drama",medium,0.039668419193837505,0.6692833912750925,0.014204957240179736,67
5525,3640,Mostly Martha,6.742,89,106,de,"Martha is a single woman who lives for one passion: cooking. The head chef at a chic restaurant, Martha has no time for anything - or anyone - else. But Martha's solitary life is shaken when a fateful accident brings her sister's eight-year-old daughter, Lina, to her doorstep.",9.645,"Romance, Drama, Comedy",medium,0.03013613737680667,0.7560838847145901,0.002580084070155095,48
5527,30072,Possession,5.904,157,102,en,"Maud Bailey, a brilliant English academic, is researching the life and work of poet Christabel La Motte. Roland Michell is an American scholar in London to study Randolph Henry Ash, now best-known for a collection of poems dedicated to his wife. When Maud and Roland discover a cache of love letters that appear to be from Ash to La Motte, they follow a trail of clues across England, echoing the journey of the couple over a century earlier.",11.997,"Drama, Mystery, Romance",medium,0.03797253263498791,0.6621060894919816,0.0045513842585882015,78
5528,9357,One Hour Photo,6.64,1545,96,en,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",14.385,"Drama, Thriller",medium,0.04592887271854947,0.7446450599977571,0.04478909986954631,63
5529,12771,Serving Sara,5.306,286,100,en,"When Sara is served divorce papers while she is in New York, she is stunned. Not about to lose the fortune she amassed with her self-serving Texan husband, she makes an offer to her process server, Joe, that sets them off on a wild trip across the country.",11.239,"Comedy, Romance",medium,0.03544702770059107,0.5950431759560391,0.008291056674880417,48
5530,9296,S1m0ne,5.926,819,117,en,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.",11.677,"Science Fiction, Comedy, Drama",medium,0.03690635640938502,0.664573286979926,0.02374257138715756,47
5531,15070,Undisputed,6.506,649,96,en,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",20.729,"Drama, Crime",medium,0.06706581639112674,0.7296175843893686,0.018814320916074795,64
5532,26942,Amy's Orgasm,4.7,11,87,en,"Amy is a single 29 year old Jewish woman. She wrote a successful self-help book about how women can't truly be in love and experience ""mental orgasm."" Her parents and acquaintances always try to give her advice. Eventually, she breaks her celibacy and starts dating a radio shock jock, who is known for hitting on his bimbo guests. Of all men, will she find in him the true love she never believed in",3.389,"Comedy, Romance",medium,0.009292392166270182,0.5270830996972076,0.0003188867951877084,73
5537,97447,Satin Rouge,5.6,7,100,fr,"After the death of her husband, Lilia's life revolves solely around her teenage daughter, Salma. Whilst looking for Salma late one night, Lilia stumbles upon a belly dance cabaret and though initially reserved and taken aback by the culture of the place, Lilia gets consistently drawn back to it. She befriends one of the belly dancers and is encouraged into dancing for the audience. Lilia also starts a romance with one of the cabaret's musicians, who unbeknown to both of them, is also romancing Salma.",2.058,"Music, Drama",medium,0.004857765427903164,0.6280139060222047,0.00020292796057399623,85
5538,11243,The Care Bears Movie,5.426,102,76,en,The Care Bears team up with a troubled brother and sister who just moved to a new town to help a neglected young magician's apprentice whose evil spell book causes sinister things to happen.,11.208,"Adventure, Fantasy, Animation, Comedy, Family",medium,0.035343741878735783,0.6085006167993721,0.002956950282649659,34
5539,19975,Care Bears Movie II: A New Generation,5.7,53,76,en,"This animated adventure goes back in time to the Care Bears' first-ever Caring Mission, when True Heart Bear and Noble Heart Horse touch down on Earth to boost the spirits of some unhappy kids at summer camp. But the evil Dark Heart has other plans, and convinces one of the campers to help him capture the Care Bears. Will our lovable heroes' Care Stare be enough to vanquish the villain -- and convince his apprentice that good's the way to go?",5.694,"Animation, Adventure, Family",medium,0.016972192791315996,0.6392284400583156,0.0015364545586316856,81
5540,10323,Clash of the Titans,6.857,676,118,en,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, half-God-half-mortal Perseus must complete various tasks including taming Pegasus, capturing Medusa's head and battling the feared Kraken.",23.604,"Action, Adventure, Fantasy, Romance",medium,0.07664474341802771,0.7689805988561176,0.01959704304971735,33
5541,9595,Hot Shots!,6.552,1942,84,en,"The gang that created Airplane and The Naked Gun sets its sights on Top Gun in this often hilarious spoof starring Charlie Sheen, who previously only inspired laughs with his personal life. He plays Topper Harley, a fighter pilot with an ax to grind: clearing the family name. He gets involved in a relationship with Valerie Golino, a woman with an unusually talented stomach. But his mission is to avenge his father. Lloyd Bridges, late in his career, revealed an aptitude for this kind of silliness, here as a commander who is both incredibly dim and delightfully accident prone. Directed by Jim Abrahams, the film makes fun of a variety of other films as well, from Dances with Wolves to The Fabulous Baker Boys. It was so successful that they all returned in the sequel, Hot Shots! Part Deux.",23.375,"Action, Comedy, War",medium,0.07588176105658063,0.7347762700459796,0.05629801420495724,139
5543,46878,The Swarm,4.941,152,116,en,"Scientist Dr. Bradford Crane and army general Thalius Slater join forces to fight an almost invisible enemy threatening America; killer bees that have deadly venom and attack without reason. Disaster movie-master Irwin Allen's film contains spectacular special effects, including a train crash caused by the eponymous swarm.",13.313,"Thriller, Science Fiction",medium,0.04235718236277979,0.5541101267242347,0.004406435715321061,47
5544,24750,Time After Time,6.856,296,112,en,Writer H. G. Wells pursues Jack the Ripper to modern day San Francisco after the infamous serial killer steals his time machine to escape the 19th century.,17.858,"Adventure, Drama, Comedy, Science Fiction, Thriller",medium,0.05750021656704583,0.7688684535157564,0.008580953761414697,27
5548,9941,Down and Out in Beverly Hills,5.863,226,103,en,Beverly Hills couple Barbara and Dave Whiteman find their lives altered by the arrival of a vagrant who tries to drown himself in their swimming pool.,13.556,Comedy,medium,0.04316680993409698,0.6575081305371763,0.006551674155674736,26
5550,39833,Love Me Tender,6.169,74,89,en,"At the end of the Civil War, a Confederate team is ordered to rob a Union payroll train but the war ends leaving these men with their Union loot, until the Feds come looking for it.",7.654,"Drama, Western, Music, Romance",medium,0.023502522173133696,0.6918246046876751,0.0021452384403536744,36
5553,10859,Stakeout,6.4,356,116,en,"Two cops are given the 'dirty' job of staking out the home of an escaped convict's ex-girlfriend. Chris and the beautiful girlfriend accidentally meet and fall in love. Just as Chris confesses, the convict appears, but will she betray him ?",10.468,"Action, Comedy, Romance",medium,0.032878209357029106,0.7177301783110912,0.01032033628062038,41
5556,9544,FearDotCom,3.703,332,101,en,"When four bodies are discovered among the industrial decay and urban grime of New York City, brash young detective Mike Reilly teams with ambitious Department of Health researcher Terry Huston to uncover the cause behind their violent and inexplicable deaths. The only common factor shared by the victims? Each died exactly 48 hours after logging onto a website called feardotcom.",11.258,"Horror, Thriller, Crime",medium,0.03551033191398623,0.4152741953571829,0.009624583272938107,60
5560,31514,À Nous la Liberté,7.072,83,95,fr,"In this classic French satire, Louis, a convict, escapes from prison and takes on legitimate work, making his way up in the business world. Eventually becoming the head of a successful factory, Louis opts to modernize his company with mechanical innovations. But when his friend Émile finally leaves jail years later and reunites with Louis, the past catches up with them. The two, worried about being apprehended by police, long to flee the confines of industry.",8.485,"Comedy, Music",medium,0.026271248558996197,0.7930918470337558,0.0024061458182345267,76
5562,26056,Snipes,6.7,10,113,en,"Erik is a hip-hop-lovin' teen living in Philadelphia who'd rather spend time listening to his idol, the rapper Prolifik. One day, Erik finds himself more entangled in Prolifik's life than he ever imagined possible: Prolifik's been kidnapped, his master tapes are gone, and, through a series of twisted events, the same people who are after the musician go after Erik, too.",3.774,"Drama, Thriller",medium,0.01057513543769866,0.7513737804194236,0.00028989708653428034,61
5563,13536,City by the Sea,5.743,313,108,en,"Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past, but then makes the terrible discovery that his own son has fallen into a life of crime.",15.245,"Crime, Drama, Mystery",medium,0.04879422132485724,0.6440506896938433,0.009073778808522974,41
5564,20616,Swimfan,5.288,240,84,en,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",11.632,"Thriller, Mystery",medium,0.036756425377659614,0.5930245598295392,0.006957530076822728,70
5568,16806,Johnny Dangerously,6.3,165,90,en,"An honest, goodhearted man is forced to turn to a life of crime to finance his neurotic mother's skyrocketing medical bills.",7.046,"Comedy, Crime",medium,0.021476787344488206,0.7065156442749804,0.004783301927815626,21
5569,15516,The Last House on the Left,5.94,604,84,en,Two girls go on a careless hunt to buy marijuana - and end up captives of four maniacal prison escapees. The girls are then subjected to obscene torture.,22.071,"Horror, Thriller",medium,0.07153709293724887,0.6661433217449816,0.01750978402667053,28
5570,9299,Thesis,7.441,732,125,es,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured to death. Soon she discovers that the girl was a former student at her college...",11.799,"Horror, Thriller",long,0.037312836095396124,0.8344734776270046,0.02122046673430932,31
5572,10611,Barbershop,6.337,417,102,en,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",16.04,"Comedy, Drama",medium,0.051443002885339414,0.7106650218683414,0.01208870850847949,67
5573,12770,Stealing Harvard,4.764,123,85,en,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",7.832,"Action, Comedy, Drama, Crime",medium,0.0240955826986253,0.5342604014803185,0.003565734164371648,71
5574,4108,The Transporter,6.696,4902,92,en,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",26.061,"Action, Crime, Thriller",medium,0.08483097775023489,0.7509251990579792,0.14210755181910423,74
5575,55903,Betty Fisher and Other Stories,6.158,19,103,fr,"Grieving after the death of her young son Joseph, novelist Betty Fisher enters a dark depression. Hoping to bring her out of it, her mother Margot arranges to kidnap another child, Jose, to replace the son Betty lost. Although she knows it's wrong, Betty accepts Jose as her new son. Meanwhile, Jose's mother Carole is looking for her son with the help of her boyfriend Francois and some of his criminal cohorts.",3.261,"Drama, Thriller, Crime",medium,0.008865921676029027,0.690591005943703,0.0005508044644151327,72
5577,9685,Igby Goes Down,6.578,258,97,en,"Igby Slocumb, a rebellious and sarcastic 17-year-old boy, is at war with the stifling world of old money privilege he was born into. With a schizophrenic father, a self-absorbed, distant mother, and a shark-like young Republican big brother, Igby figures there must be a better life out there -- and sets about finding it.",11.022,"Comedy, Drama",medium,0.034724026947604104,0.7376920488953684,0.007479344832584433,54
5580,16370,Aspen Extreme,5.6,26,113,en,"T.J. and his friend Dexter quit their jobs in Detroit to become ski-instructors in Aspen. While T.J. advances to the most popular instructor of the school during the season, he has to take care for Dexter, who's future is less bright and who's eventually thinking about jobbing as drug courier - bringing their friendship to a test. Meanwhile the rich business woman Brice supports T.J. in his writing ambitions and invites him to live at her home. But in her absence he falls in love with the stunningly beautiful blond radio moderator Robin.",4.197,Adventure,medium,0.011984487135917479,0.6280139060222047,0.0007537324249891289,93
5581,18913,Betsy's Wedding,5.738,40,94,en,"Offbeat fashion student Betsy Hopper and her straight-laced investment-banker fiancé Jake Lovell just want an intimate little wedding reception, but Betsy's father Eddie, a Long Island construction contractor, feels so threatened by Jake's rich WASP parents that he blows the ceremony up into a bank-breaking showpiece, sending his wife Lola into a financial panic.",7.357,Comedy,medium,0.022512977363746012,0.6434899629920378,0.0011595883461371214,54
5582,14361,Captain Ron,5.573,262,100,en,"When mild-mannered Martin Harvey finds out that he has inherited a vintage yacht, he decides to take his family on a Caribbean vacation to retrieve the vessel. Upon arriving on a small island and realizing that the ship is in rough shape, Martin and his family end up with more than they bargained for as the roguish Captain Ron signs on to sail the boat to Miami. It doesn't take long before Ron's anything-goes antics get the Harveys into plenty of trouble.",13.189,"Adventure, Comedy",medium,0.04194403907535867,0.6249859818324549,0.007595303667198144,82
5584,18943,Ernest Goes to Jail,4.89,136,81,en,"Bumbling Ernest P. Worrell is assigned to jury duty, where a crooked lawyer notices a resemblance with crime boss Mr. Nash, and arranges a switch. Nash assumes Ernest's job as a bank employee, while Ernest undergoes Nash's sentence to the electric chair. But instead of killing him, the electrocution gives Ernest superhuman powers, enabling him to escape from jail and foil Nash's attempt to rob the bank.",10.87,"Comedy, Family",medium,0.03421759324044273,0.5483907143658181,0.003942600376866213,67
5585,32685,Ernest Scared Stupid,5.204,158,91,en,"Well-intentioned, eternally bumbling Ernest P. Worrell accidentally releases an evil demon from its sacred tomb. As the demon flexes its power and goes on a ruinous rampage, good-guy Ernest tries to step in to save the town from mass destruction. Trouble is, a 200-year-old curse has scared Ernest stupid, and that means hilarity all around! So, kick back and let the laugh-ridden adventures begin.",10.73,"Comedy, Family, Fantasy, Horror",medium,0.03375114114174147,0.583604351239206,0.004580373967241629,64
5588,12262,The Hills Have Eyes,6.177,782,90,en,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.",18.031,Horror,medium,0.058076618089012384,0.692721767410564,0.02266995216698072,31
5589,33506,Indian Summer,6.307,57,97,en,"A group of childhood friends, now in their thirties, reunite at Camp Tamakwa. Only a few of the original campers show up, but they still have a good time reminiscing. The people share experiences and grow while at the camp. They are dismayed to discover that the camp's owner, Unca Lou, is going to close the camp down.",6.103,"Comedy, Drama",medium,0.01833489927966469,0.7073006616575082,0.001652413393245398,58
5590,29515,The Mack,6.571,49,110,en,Goldie returns from five years at the state pen and winds up king of the pimping game. Trouble comes in the form of two corrupt white cops and a crime lord who wants him to return to the small time.,7.662,Drama,medium,0.023529176578773767,0.7369070315128406,0.0014204957240179735,40
5591,41582,Monkey Trouble,5.7,183,96,en,"Dodger, a criminal monkey, belongs to a crooked street performer but escapes his life of crime only to end up in the arms of Eva, an innocent little girl whose mother has no idea that her daughter is harboring a fugitive.",14.565,"Comedy, Family",medium,0.046528596845451096,0.6392284400583156,0.00530511668357733,41
5596,34086,Spaced Invaders,4.879,66,100,en,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",7.374,"Comedy, Family, Science Fiction",medium,0.022569617975731166,0.5471571156218459,0.0019133207711262501,60
5597,11504,Suburban Commando,4.722,153,88,en,"Shep Ramsey is an interstellar hero, righting wrongs, etc. His ship is damaged after a fight with an interstellar nasty and he must hide out on Earth until it can recharge. He leaves his power suit at home, but still finds himself unable to allow wrongs to go unrighted and so mixes it up with bad drivers, offensive paperboys, muggers and the like.",10.584,"Action, Comedy, Family, Science Fiction",medium,0.03326469823881015,0.529550297185152,0.004435425423974489,63
5601,19049,The Yearling,6.511,83,128,en,"Jody convinces his parents to allow him to adopt a young deer, but what will happen if the deer misbehaves?",9.852,"Drama, Family, Western",long,0.03082582012274354,0.7301783110911741,0.0024061458182345267,20
5602,5506,The Ladykillers,7.261,423,91,en,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,13.198,"Comedy, Crime",medium,0.041974025281703756,0.8142873163620052,0.012262646760400057,24
5603,32961,The Lavender Hill Mob,7.146,209,78,en,A meek bank clerk who oversees the shipments of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country.,7.654,"Comedy, Crime",medium,0.023502522173133696,0.8013906022204778,0.006058849108566459,26
5604,32568,The Man in the White Suit,6.798,163,85,en,"The unassuming, nebbishy inventor Sidney Stratton creates a miraculous fabric that will never be dirty or worn out. Clearly he can make a fortune selling clothes made of the material, but may cause a crisis in the process. After all, once someone buys one of his suits they won't ever have to fix them or buy another one, and the clothing industry will collapse overnight. Nevertheless, Sidney is determined to put his invention on the market, forcing the clothing factory bigwigs to resort to more desperate measures...",7.289,"Comedy, Science Fiction",medium,0.022286414915805398,0.7623640237748122,0.0047253225105087695,87
5607,19460,Son of the Bride,7.6,184,123,es,"At age 42, Rafael Belvedere is having a crisis. He lives in the shadow of his father, he feels guilty about rarely visiting his aging mother, his ex-wife says he doesn't spend enough time with their daughter and he has yet to make a commitment to his girlfriend. At his lowest point, a minor heart attack reunites him with Juan Carlos, a childhood friend, who helps Rafael to reconstruct his past.",5.706,"Comedy, Drama, Romance",long,0.017012174399776106,0.8523045867444208,0.005334106392230758,71
5608,575,The Experiment,7.39,986,120,de,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence — a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,14.584,"Drama, Thriller",medium,0.046591901058846266,0.8287540652685881,0.028583852732280042,45
5609,10550,Ballistic: Ecks vs. Sever,4.352,328,91,en,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",11.945,"Action, Adventure, Thriller",medium,0.03779927899832744,0.48805652125154203,0.009508624438324394,53
5610,9034,The Banger Sisters,5.544,227,98,en,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",7.762,"Comedy, Drama",medium,0.02386235664927467,0.6217337669619827,0.006580663864328163,86
